Subject,MID,MutationOperator,OperatorBefore,OperatorAfter,Class,Method,Line,CharOffset,OriginalCode,MutatedCode,EquiManualBin
Collections-28f,21719,ROR,">(int,int)","TRUE(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie,higherEntry(K),923,30035,size() > 1,true,False
Collections-28f,21726,EVR,<METHOD_INVOCATION(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,ceilingEntry(K),959,31439,lengthInBits(key),0,False
Collections-28f,21755,STD,<RETURN>,<NO-OP>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,ceilingEntry(K),981,32235,return ceil;,<NO-OP>,False
Collections-28f,21774,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie,lowerEntry(K),1019,33703,lengthInBits == 0,false,False
Collections-28f,21797,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.collections4.trie.AbstractPatriciaTrie,lowerEntry(K),1039,34584,KeyAnalyzer.isEqualBitKey(bitIndex),true,False
Collections-28f,21800,EVR,<METHOD_INVOCATION(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,floorEntry(K),1055,35221,lengthInBits(key),0,False
Collections-28f,21818,EVR,<METHOD_INVOCATION(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,floorEntry(K),1069,35573,"bitIndex(key, found.key)",0,False
Collections-28f,21838,STD,<RETURN>,<NO-OP>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,floorEntry(K),1084,36258,return found;,<NO-OP>,False
Collections-28f,21877,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.collections4.trie.AbstractPatriciaTrie,"subtree(K,int,int)",1114,37279,current.isEmpty(),false,False
Collections-28f,21999,STD,<RETURN>,<NO-OP>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,"previousEntry(org.apache.commons.collections4.trie.AbstractPatriciaTrie.TrieEntry<K,V>)",1220,41157,return root;,<NO-OP>,False
Collections-28f,22034,STD,<ASSIGN>,<NO-OP>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,"<init>(K,V,int)",1297,43508,this.parent = null;,<NO-OP>,True
Collections-28f,22060,ROR,"==(int,int)","<=(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1330,44378,bitIndex == -1,bitIndex <= -1,False
Collections-28f,22080,LVR,NEG,POS,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1341,44829,-1,1,False
Collections-28f,22088,LVR,<CLASS>,<EMPTY>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1342,44869,"""parent=""","""""",False
Collections-28f,22128,LVR,NEG,POS,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1363,45669,-1,1,False
Collections-28f,22136,LVR,<CLASS>,<EMPTY>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1364,45709,"""right=""","""""",False
Collections-28f,22141,LVR,<CLASS>,<EMPTY>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1366,45870,"""]""","""""",False
Collections-28f,22151,LVR,NEG,0,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,toString(),1374,46101,-1,0,False
Collections-28f,22335,LVR,<CLASS>,<EMPTY>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,tailMap(K),1783,57400,"""FromKey is out of range: ""","""""",False
Collections-28f,22369,EVR,<METHOD_INVOCATION(K)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,inRange2(K),1803,58147,getToKey(),null,False
Collections-28f,22400,EVR,<METHOD_INVOCATION(boolean)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,"inFromRange(K,boolean)",1813,58569,isFromInclusive(),false,False
Collections-28f,22401,EVR,<METHOD_INVOCATION(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,"inFromRange(K,boolean)",1815,58626,"getKeyAnalyzer().compare(key, fromKey)",0,False
Collections-28f,22411,ROR,">=(int,int)","!=(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,"inFromRange(K,boolean)",1817,58716,ret >= 0,ret != 0,False
Collections-28f,22426,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,"inFromRange(K,boolean)",1819,58763,ret > 0,false,False
Collections-28f,22523,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntryMap,firstKey(),1902,61469,toKey != null,true,False
Collections-28f,22538,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntryMap,firstKey(),1902,61460,"e == null || toKey != null && !inToRange(first, false)",true,False
Collections-28f,22600,ROR,"==(int,int)","!=(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,size(),2004,64138,size == -1,size != -1,False
Collections-28f,22609,ROR,"!=(int,int)","==(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,size(),2004,64152,expectedModCount != AbstractPatriciaTrie.this.modCount,expectedModCount == AbstractPatriciaTrie.this.modCount,False
Collections-28f,22640,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,contains(java.lang.Object),2035,65063,node != null,true,False
Collections-28f,22669,STD,<RETURN>,<NO-OP>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,remove(java.lang.Object),2054,65701,return true;,<NO-OP>,False
Collections-28f,22670,LVR,FALSE,TRUE,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,remove(java.lang.Object),2056,65747,false,true,False
Collections-28f,22796,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeMap,lastKey(),2192,69783,"e == null || !getKeyAnalyzer().isPrefix(prefix, offsetInBits, lengthInBits, last)","e == null != !getKeyAnalyzer().isPrefix(prefix, offsetInBits, lengthInBits, last)",False
Collections-28f,22807,EVR,<METHOD_INVOCATION(boolean)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeMap,"inToRange(K,boolean)",2228,71015,"getKeyAnalyzer().isPrefix(prefix, offsetInBits, lengthInBits, key)",false,False
Collections-28f,22883,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator,"<init>(org.apache.commons.collections4.trie.AbstractPatriciaTrie.TrieEntry<K,V>,K,int,int)",2376,75546,offset,0,False
Collections-28f,22892,EVR,<MEMBER_SELECT(int)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator,remove(),2399,76346,subtree.bitIndex,0,False
Collections-28f,22904,ROR,"!=(int,int)","FALSE(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator,remove(),2408,76638,bitIdx != subtree.bitIndex,false,False
Collections-28f,22905,ROR,"!=(int,int)","TRUE(int,int)",org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator,remove(),2408,76638,bitIdx != subtree.bitIndex,true,False
Collections-28f,22938,EVR,<TYPE_CAST(V)>,<DEFAULT>,org.apache.commons.collections4.trie.AbstractPatriciaTrie,readObject(java.io.ObjectInputStream),2434,77621,(V)stream.readObject(),null,False
Collections-28f,22975,EVR,<NEW_CLASS(org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer)>,<DEFAULT>,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,,32,1256,new StringKeyAnalyzer(),null,False
Collections-28f,22978,SOR,">>>(int,int)",">>(int,int)",org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,mask(int),42,1623,MSB >>> bit,MSB >> bit,False
Collections-28f,23168,ROR,"!=(int,int)","==(int,int)",org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,"bitIndex(java.lang.String,int,int,java.lang.String,int,int)",99,3455,k != 0,k == 0,False
Collections-28f,23171,ROR,"!=(int,int)","FALSE(int,int)",org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,"bitIndex(java.lang.String,int,int,java.lang.String,int,int)",99,3457,k != 0,false,False
Collections-28f,23213,ROR,"!=(int,int)",">(int,int)",org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,"isBitSet(java.lang.String,int,int)",122,4010,(key.charAt(index) & mask(bit)) != 0,(key.charAt(index) & mask(bit)) > 0,True
Csv-16f,24,LVR,FALSE,TRUE,org.apache.commons.csv.CSVFormat,,453,14159,false,true,False
Csv-16f,43,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.csv.CSVFormat,isLineBreak(char),545,16925,c == LF || c == CR,c == LF != (c == CR),True
Csv-16f,67,LVR,FALSE,TRUE,org.apache.commons.csv.CSVFormat,newFormat(char),582,18150,false,true,False
Csv-16f,139,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.csv.CSVFormat,equals(java.lang.Object),726,23421,commentMarker.equals(other.commentMarker),false,False
Csv-16f,147,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,equals(java.lang.Object),730,23559,other.escapeCharacter != null,false,False
Csv-16f,157,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,equals(java.lang.Object),736,23742,nullString == null,true,False
Csv-16f,159,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,equals(java.lang.Object),737,23786,other.nullString != null,false,False
Csv-16f,161,LVR,FALSE,TRUE,org.apache.commons.csv.CSVFormat,equals(java.lang.Object),738,23820,false,true,False
Csv-16f,163,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.csv.CSVFormat,equals(java.lang.Object),740,23878,nullString.equals(other.nullString),false,False
Csv-16f,192,LVR,FALSE,TRUE,org.apache.commons.csv.CSVFormat,equals(java.lang.Object),757,24431,false,true,False
Csv-16f,193,STD,<RETURN>,<NO-OP>,org.apache.commons.csv.CSVFormat,equals(java.lang.Object),757,24424,return false;,<NO-OP>,False
Csv-16f,224,LVR,POS,0,org.apache.commons.csv.CSVFormat,hashCode(),949,29779,1,0,False
Csv-16f,225,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),949,29779,1,-1,False
Csv-16f,227,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result,prime + result,False
Csv-16f,228,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result,prime - result,False
Csv-16f,230,AOR,"+(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result + delimiter,prime * result % delimiter,False
Csv-16f,231,AOR,"+(int,int)","*(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result + delimiter,prime * result * delimiter,False
Csv-16f,232,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result + delimiter,prime * result - delimiter,False
Csv-16f,233,AOR,"+(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),951,29800,prime * result + delimiter,prime * result / delimiter,False
Csv-16f,236,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),952,29845,prime * result,prime + result,False
Csv-16f,241,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),952,29874,quoteMode == null,true,False
Csv-16f,243,LVR,0,NEG,org.apache.commons.csv.CSVFormat,hashCode(),952,29885,0,-1,False
Csv-16f,245,AOR,"+(int,int)","*(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),952,29845,prime * result + ((quoteMode == null) ? 0 : quoteMode.hashCode()),prime * result * ((quoteMode == null) ? 0 : quoteMode.hashCode()),False
Csv-16f,246,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),952,29845,prime * result + ((quoteMode == null) ? 0 : quoteMode.hashCode()),prime * result - ((quoteMode == null) ? 0 : quoteMode.hashCode()),False
Csv-16f,248,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),952,29836,result = prime * result + ((quoteMode == null) ? 0 : quoteMode.hashCode());,<NO-OP>,False
Csv-16f,249,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),953,29929,prime * result,prime % result,False
Csv-16f,250,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),953,29929,prime * result,prime + result,False
Csv-16f,251,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),953,29929,prime * result,prime - result,False
Csv-16f,253,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),953,29948,quoteCharacter == null,quoteCharacter != null,False
Csv-16f,254,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),953,29963,quoteCharacter == null,false,False
Csv-16f,255,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),953,29963,quoteCharacter == null,true,False
Csv-16f,257,LVR,0,NEG,org.apache.commons.csv.CSVFormat,hashCode(),953,29974,0,-1,False
Csv-16f,260,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),953,29929,prime * result + ((quoteCharacter == null) ? 0 : quoteCharacter.hashCode()),prime * result - ((quoteCharacter == null) ? 0 : quoteCharacter.hashCode()),False
Csv-16f,261,AOR,"+(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),953,29929,prime * result + ((quoteCharacter == null) ? 0 : quoteCharacter.hashCode()),prime * result / ((quoteCharacter == null) ? 0 : quoteCharacter.hashCode()),False
Csv-16f,262,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),953,29920,result = prime * result + ((quoteCharacter == null) ? 0 : quoteCharacter.hashCode());,<NO-OP>,False
Csv-16f,263,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),954,30023,prime * result,prime % result,False
Csv-16f,264,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),954,30023,prime * result,prime + result,False
Csv-16f,265,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),954,30023,prime * result,prime - result,False
Csv-16f,269,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),954,30056,commentMarker == null,true,False
Csv-16f,270,LVR,0,POS,org.apache.commons.csv.CSVFormat,hashCode(),954,30067,0,1,False
Csv-16f,273,AOR,"+(int,int)","*(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),954,30023,prime * result + ((commentMarker == null) ? 0 : commentMarker.hashCode()),prime * result * ((commentMarker == null) ? 0 : commentMarker.hashCode()),False
Csv-16f,280,AOR,"*(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),955,30115,prime * result,prime / result,False
Csv-16f,283,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),955,30150,escapeCharacter == null,true,False
Csv-16f,284,LVR,0,POS,org.apache.commons.csv.CSVFormat,hashCode(),955,30161,0,1,False
Csv-16f,285,LVR,0,NEG,org.apache.commons.csv.CSVFormat,hashCode(),955,30161,0,-1,False
Csv-16f,288,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),955,30115,prime * result + ((escapeCharacter == null) ? 0 : escapeCharacter.hashCode()),prime * result - ((escapeCharacter == null) ? 0 : escapeCharacter.hashCode()),False
Csv-16f,290,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),955,30106,result = prime * result + ((escapeCharacter == null) ? 0 : escapeCharacter.hashCode());,<NO-OP>,False
Csv-16f,291,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),956,30211,prime * result,prime % result,False
Csv-16f,292,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),956,30211,prime * result,prime + result,False
Csv-16f,293,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),956,30211,prime * result,prime - result,False
Csv-16f,294,AOR,"*(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),956,30211,prime * result,prime / result,False
Csv-16f,302,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),956,30211,prime * result + ((nullString == null) ? 0 : nullString.hashCode()),prime * result - ((nullString == null) ? 0 : nullString.hashCode()),False
Csv-16f,304,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),956,30202,result = prime * result + ((nullString == null) ? 0 : nullString.hashCode());,<NO-OP>,False
Csv-16f,307,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),957,30297,prime * result,prime - result,False
Csv-16f,308,AOR,"*(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),957,30297,prime * result,prime / result,False
Csv-16f,309,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.csv.CSVFormat,hashCode(),957,30315,ignoreSurroundingSpaces,false,False
Csv-16f,312,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),957,30341,1231,-1231,False
Csv-16f,317,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),957,30297,prime * result + (ignoreSurroundingSpaces ? 1231 : 1237),prime * result - (ignoreSurroundingSpaces ? 1231 : 1237),False
Csv-16f,319,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),957,30288,result = prime * result + (ignoreSurroundingSpaces ? 1231 : 1237);,<NO-OP>,False
Csv-16f,320,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),958,30372,prime * result,prime % result,False
Csv-16f,321,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),958,30372,prime * result,prime + result,False
Csv-16f,324,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.csv.CSVFormat,hashCode(),958,30390,ignoreHeaderCase,false,False
Csv-16f,325,COR,<IDENTIFIER(boolean)>,TRUE,org.apache.commons.csv.CSVFormat,hashCode(),958,30390,ignoreHeaderCase,true,False
Csv-16f,327,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),958,30409,1231,-1231,False
Csv-16f,329,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),958,30416,1237,-1237,False
Csv-16f,330,AOR,"+(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),958,30372,prime * result + (ignoreHeaderCase ? 1231 : 1237),prime * result % (ignoreHeaderCase ? 1231 : 1237),False
Csv-16f,332,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),958,30372,prime * result + (ignoreHeaderCase ? 1231 : 1237),prime * result - (ignoreHeaderCase ? 1231 : 1237),False
Csv-16f,333,AOR,"+(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),958,30372,prime * result + (ignoreHeaderCase ? 1231 : 1237),prime * result / (ignoreHeaderCase ? 1231 : 1237),False
Csv-16f,335,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),959,30440,prime * result,prime % result,False
Csv-16f,337,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),959,30440,prime * result,prime - result,False
Csv-16f,341,LVR,POS,0,org.apache.commons.csv.CSVFormat,hashCode(),959,30477,1231,0,False
Csv-16f,344,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),959,30484,1237,-1237,False
Csv-16f,345,AOR,"+(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),959,30440,prime * result + (ignoreEmptyLines ? 1231 : 1237),prime * result % (ignoreEmptyLines ? 1231 : 1237),False
Csv-16f,347,AOR,"+(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),959,30440,prime * result + (ignoreEmptyLines ? 1231 : 1237),prime * result - (ignoreEmptyLines ? 1231 : 1237),False
Csv-16f,348,AOR,"+(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),959,30440,prime * result + (ignoreEmptyLines ? 1231 : 1237),prime * result / (ignoreEmptyLines ? 1231 : 1237),False
Csv-16f,349,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),959,30431,result = prime * result + (ignoreEmptyLines ? 1231 : 1237);,<NO-OP>,False
Csv-16f,350,AOR,"*(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),960,30508,prime * result,prime % result,False
Csv-16f,352,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),960,30508,prime * result,prime - result,False
Csv-16f,354,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.csv.CSVFormat,hashCode(),960,30526,skipHeaderRecord,false,False
Csv-16f,355,COR,<IDENTIFIER(boolean)>,TRUE,org.apache.commons.csv.CSVFormat,hashCode(),960,30526,skipHeaderRecord,true,False
Csv-16f,356,LVR,POS,0,org.apache.commons.csv.CSVFormat,hashCode(),960,30545,1231,0,False
Csv-16f,358,LVR,POS,0,org.apache.commons.csv.CSVFormat,hashCode(),960,30552,1237,0,False
Csv-16f,359,LVR,POS,NEG,org.apache.commons.csv.CSVFormat,hashCode(),960,30552,1237,-1237,False
Csv-16f,364,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),960,30499,result = prime * result + (skipHeaderRecord ? 1231 : 1237);,<NO-OP>,False
Csv-16f,366,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),961,30576,prime * result,prime + result,False
Csv-16f,369,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),961,30595,recordSeparator == null,recordSeparator != null,False
Csv-16f,371,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.csv.CSVFormat,hashCode(),961,30611,recordSeparator == null,true,False
Csv-16f,373,LVR,0,NEG,org.apache.commons.csv.CSVFormat,hashCode(),961,30622,0,-1,False
Csv-16f,374,AOR,"+(int,int)","%(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),961,30576,prime * result + ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),prime * result % ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),False
Csv-16f,375,AOR,"+(int,int)","*(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),961,30576,prime * result + ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),prime * result * ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),False
Csv-16f,377,AOR,"+(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),961,30576,prime * result + ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),prime * result / ((recordSeparator == null) ? 0 : recordSeparator.hashCode()),False
Csv-16f,378,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),961,30567,result = prime * result + ((recordSeparator == null) ? 0 : recordSeparator.hashCode());,<NO-OP>,False
Csv-16f,380,AOR,"*(int,int)","+(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),962,30672,prime * result,prime + result,False
Csv-16f,381,AOR,"*(int,int)","-(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),962,30672,prime * result,prime - result,False
Csv-16f,382,AOR,"*(int,int)","/(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),962,30672,prime * result,prime / result,False
Csv-16f,384,AOR,"+(int,int)","*(int,int)",org.apache.commons.csv.CSVFormat,hashCode(),962,30672,prime * result + Arrays.hashCode(header),prime * result * Arrays.hashCode(header),False
Csv-16f,387,STD,<ASSIGN>,<NO-OP>,org.apache.commons.csv.CSVFormat,hashCode(),962,30663,result = prime * result + Arrays.hashCode(header);,<NO-OP>,False
Csv-16f,388,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.csv.CSVFormat,hashCode(),963,30729,result,0,False
Csv-16f,442,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1138,36255,offset,0,True
Csv-16f,443,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1139,36281,offset,0,True
Csv-16f,450,ROR,"<(int,int)","!=(int,int)",org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1145,36449,pos < end,pos != end,True
Csv-16f,472,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1147,36518,c == CR || c == LF,c == CR != (c == LF),True
Csv-16f,486,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1147,36518,c == CR || c == LF || c == delim,(c == CR || c == LF) != (c == delim),False
Csv-16f,541,ROR,">(int,int)","!=(int,int)",org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1168,37107,pos > start,pos != start,False
Csv-16f,547,ROR,">(int,int)","TRUE(int,int)",org.apache.commons.csv.CSVFormat,"printAndEscape(java.lang.CharSequence,int,int,java.lang.Appendable)",1168,37111,pos > start,true,False
Csv-16f,550,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.csv.CSVFormat,"printAndQuote(java.lang.Object,java.lang.CharSequence,int,int,java.lang.Appendable,boolean)",1180,37584,offset,0,True
Csv-16f,565,STD,<BREAK>,<NO-OP>,org.apache.commons.csv.CSVFormat,"printAndQuote(java.lang.Object,java.lang.CharSequence,int,int,java.lang.Appendable,boolean)",1195,38037,break;,<NO-OP>,False
Csv-16f,574,ROR,"<=(int,int)","==(int,int)",org.apache.commons.csv.CSVFormat,"printAndQuote(java.lang.Object,java.lang.CharSequence,int,int,java.lang.Appendable,boolean)",1204,38314,len <= 0,len == 0,True
Csv-16f,585,ROR,"<=(int,int)","<(int,int)",org.apache.commons.csv.CSVFormat,"printAndQuote(java.lang.Object,java.lang.CharSequence,int,int,java.lang.Appendable,boolean)",1215,38738,c <= COMMENT,c < COMMENT,False
